neighbourhood_group,room_type,price,availability_365
Brooklyn,Entire home_apt,199,62
Brooklyn,Entire home_apt,199,81
Brooklyn,Entire home_apt,105,0
Brooklyn,Private room,135,310
Brooklyn,Entire home_apt,199,60
Brooklyn,Private room,125,0
Brooklyn,Private room,60,0
Brooklyn,Entire home_apt,85,0
Manhattan,Entire home_apt,300,29
Brooklyn,Private room,75,264
Queens,Private room,55,341
Brooklyn,Private room,44,0
Brooklyn,Private room,55,0
Brooklyn,Private room,30,0
Brooklyn,Private room,35,0
Brooklyn,Private room,70,363
Brooklyn,Entire home_apt,130,25
Brooklyn,Private room,52,0
Brooklyn,Private room,75,358
Manhattan,Private room,190,0
Manhattan,Entire home_apt,250,109
Brooklyn,Entire home_apt,100,289
Brooklyn,Entire home_apt,130,188
Manhattan,Private room,140,260
Brooklyn,Private room,75,168
Manhattan,Entire home_apt,150,0
Manhattan,Entire home_apt,90,311
Manhattan,Entire home_apt,295,146
Manhattan,Entire home_apt,150,2
Brooklyn,Entire home_apt,180,242
Brooklyn,Private room,135,0
Brooklyn,Private room,65,46
Manhattan,Private room,99,365
Brooklyn,Private room,149,364
Staten Island,Private room,59,352
Manhattan,Private room,75,301
Manhattan,Private room,75,322
Brooklyn,Private room,75,298
Manhattan,Entire home_apt,109,285
Brooklyn,Entire home_apt,225,342
Manhattan,Private room,86,250
Queens,Private room,52,326
Brooklyn,Private room,100,90
Manhattan,Entire home_apt,99,289
Manhattan,Private room,89,193
Brooklyn,Entire home_apt,135,293
Manhattan,Entire home_apt,199,155
Brooklyn,Entire home_apt,89,189
Manhattan,Private room,110,248
Brooklyn,Entire home_apt,120,238
Brooklyn,Private room,59,284
Brooklyn,Private room,49,343
Brooklyn,Private room,79,268
Manhattan,Entire home_apt,135,249
Brooklyn,Entire home_apt,185,291
Brooklyn,Entire home_apt,225,0
Manhattan,Entire home_apt,245,0
Manhattan,Entire home_apt,115,31
Brooklyn,Entire home_apt,325,0
Brooklyn,Private room,95,79
Manhattan,Private room,120,0
Manhattan,Entire home_apt,499,157
Brooklyn,Private room,75,277
Manhattan,Private room,109,353
Brooklyn,Entire home_apt,160,0
Manhattan,Entire home_apt,219,280
Manhattan,Entire home_apt,159,7
Brooklyn,Private room,180,266
Manhattan,Entire home_apt,150,0
Manhattan,Entire home_apt,106,271
Manhattan,Entire home_apt,299,101
Manhattan,Entire home_apt,179,205
Brooklyn,Entire home_apt,165,343
Brooklyn,Entire home_apt,500,0
Manhattan,Entire home_apt,250,190
Manhattan,Private room,87,310
Brooklyn,Private room,79,52
Manhattan,Private room,75,312
Brooklyn,Entire home_apt,200,0
Manhattan,Private room,80,329
Brooklyn,Entire home_apt,115,333
Brooklyn,Entire home_apt,115,327
Brooklyn,Entire home_apt,120,349
Manhattan,Private room,125,217
Manhattan,Entire home_apt,387,0
Manhattan,Private room,95,80
Manhattan,Entire home_apt,99,0
Manhattan,Entire home_apt,121,351
Manhattan,Entire home_apt,350,362
Manhattan,Private room,75,144
Manhattan,Private room,95,43
Manhattan,Private room,89,365
Manhattan,Private room,195,129
Manhattan,Private room,160,0
Brooklyn,Entire home_apt,70,0
Manhattan,Private room,100,0
Manhattan,Entire home_apt,140,0
Manhattan,Entire home_apt,189,355
Brooklyn,Private room,160,0
Brooklyn,Entire home_apt,178,280
Brooklyn,Entire home_apt,145,38
Brooklyn,Entire home_apt,125,31
Manhattan,Entire home_apt,265,324
Brooklyn,Private room,77,365
Manhattan,Private room,60,0
Manhattan,Entire home_apt,129,171
Manhattan,Entire home_apt,199,36
Brooklyn,Private room,92,332
Brooklyn,Entire home_apt,185,0
Manhattan,Entire home_apt,110,192
Brooklyn,Private room,65,139
Manhattan,Private room,135,167
Manhattan,Shared room,115,0
Manhattan,Private room,175,10
Manhattan,Private room,3000,365
Brooklyn,Private room,72,110
Brooklyn,Private room,80,0
Brooklyn,Entire home_apt,125,0
Brooklyn,Private room,120,242
Brooklyn,Private room,94,22
Brooklyn,Private room,56,0
Manhattan,Entire home_apt,549,200
Brooklyn,Entire home_apt,190,0
Brooklyn,Private room,129,87
Brooklyn,Entire home_apt,85,202
Staten Island,Private room,20,226
Manhattan,Entire home_apt,145,0
Manhattan,Entire home_apt,200,327
Brooklyn,Entire home_apt,125,262
Brooklyn,Entire home_apt,50,0
Manhattan,Private room,160,359
Manhattan,Private room,180,348
Manhattan,Private room,100,0
Brooklyn,Private room,70,0
Bronx,Entire home_apt,120,318
Staten Island,Private room,110,363
Manhattan,Private room,105,70
Manhattan,Entire home_apt,250,0
Manhattan,Private room,74,90
Manhattan,Entire home_apt,165,15
Manhattan,Private room,99,335
Manhattan,Entire home_apt,125,0
Queens,Private room,75,0
Queens,Shared room,45,364
Brooklyn,Entire home_apt,159,34
Brooklyn,Private room,45,242
Manhattan,Private room,104,147
Manhattan,Entire home_apt,225,169
Manhattan,Private room,100,188
Brooklyn,Private room,90,89
Queens,Private room,75,189
Manhattan,Entire home_apt,350,0
Manhattan,Entire home_apt,135,253
Manhattan,Private room,125,311
Manhattan,Entire home_apt,225,0
Manhattan,Private room,85,363
Manhattan,Entire home_apt,200,224
Brooklyn,Entire home_apt,250,5
Manhattan,Private room,90,301
Brooklyn,Entire home_apt,130,0
Brooklyn,Entire home_apt,90,50
Brooklyn,Entire home_apt,298,296
Manhattan,Entire home_apt,300,84
Manhattan,Private room,125,365
Manhattan,Private room,125,212
Manhattan,Private room,145,181
Manhattan,Entire home_apt,147,0
Brooklyn,Private room,123,158
Brooklyn,Entire home_apt,88,217
Queens,Entire home_apt,215,335
Manhattan,Entire home_apt,225,231
Manhattan,Entire home_apt,269,122
Brooklyn,Entire home_apt,145,270
Brooklyn,Private room,75,330
Manhattan,Entire home_apt,145,0
Brooklyn,Entire home_apt,229,321
Brooklyn,Entire home_apt,300,312
Manhattan,Private room,100,345
Brooklyn,Entire home_apt,75,2
Manhattan,Entire home_apt,225,252
Brooklyn,Private room,120,15
Brooklyn,Entire home_apt,160,169
Brooklyn,Entire home_apt,125,212
Brooklyn,Entire home_apt,95,0
Brooklyn,Private room,119,296
Manhattan,Entire home_apt,275,167
Manhattan,Entire home_apt,160,365
Brooklyn,Entire home_apt,500,365
Manhattan,Entire home_apt,175,0
Brooklyn,Entire home_apt,87,258
Brooklyn,Entire home_apt,160,257
Manhattan,Private room,125,364
Brooklyn,Entire home_apt,90,236
Manhattan,Entire home_apt,200,0
Brooklyn,Entire home_apt,250,54
Manhattan,Private room,99,189
Manhattan,Entire home_apt,325,364
Manhattan,Private room,99,265
Manhattan,Entire home_apt,325,207
Manhattan,Entire home_apt,129,0
Brooklyn,Entire home_apt,130,196
Brooklyn,Entire home_apt,190,0
Brooklyn,Private room,55,57
Manhattan,Private room,60,0
Manhattan,Entire home_apt,250,0
Manhattan,Entire home_apt,275,277
Queens,Private room,50,0
Brooklyn,Entire home_apt,125,10
Brooklyn,Entire home_apt,150,247
Brooklyn,Entire home_apt,70,273
Brooklyn,Entire home_apt,138,189
Manhattan,Entire home_apt,265,0
Manhattan,Private room,145,365
Manhattan,Entire home_apt,151,249
Manhattan,Entire home_apt,208,310
Brooklyn,Entire home_apt,200,291
Manhattan,Private room,110,74
Manhattan,Private room,58,289
Manhattan,Private room,55,0
Brooklyn,Entire home_apt,105,219
Manhattan,Entire home_apt,350,0
Brooklyn,Entire home_apt,150,73
Brooklyn,Private room,55,97
Brooklyn,Entire home_apt,299,149
Queens,Entire home_apt,77,85
Manhattan,Entire home_apt,125,0
Manhattan,Entire home_apt,395,50
Brooklyn,Entire home_apt,189,303
Bronx,Private room,49,333
Manhattan,Entire home_apt,90,239
Manhattan,Private room,100,6
Brooklyn,Entire home_apt,299,0
Queens,Private room,75,180
Queens,Private room,69,318
Brooklyn,Private room,90,328
Manhattan,Private room,94,18
Brooklyn,Private room,80,353
Bronx,Entire home_apt,100,63
Brooklyn,Private room,39,34
Manhattan,Entire home_apt,250,284
Brooklyn,Private room,55,333
Brooklyn,Private room,110,0
Brooklyn,Entire home_apt,200,0
Brooklyn,Entire home_apt,142,222
Brooklyn,Private room,70,333
Brooklyn,Entire home_apt,260,0
Manhattan,Entire home_apt,225,195
Brooklyn,Private room,59,0
Manhattan,Private room,65,0
Manhattan,Entire home_apt,99,249
Manhattan,Entire home_apt,239,78
Manhattan,Entire home_apt,50,21
Manhattan,Private room,65,0
Manhattan,Entire home_apt,139,0
Manhattan,Entire home_apt,174,167
Manhattan,Entire home_apt,315,0
Manhattan,Private room,75,47
Manhattan,Entire home_apt,210,0
Brooklyn,Private room,55,195
Brooklyn,Entire home_apt,229,319
Manhattan,Entire home_apt,150,0
Manhattan,Entire home_apt,129,177
Manhattan,Entire home_apt,100,0
Brooklyn,Entire home_apt,200,67
Manhattan,Private room,89,0
Brooklyn,Entire home_apt,250,311
Brooklyn,Private room,65,0
Brooklyn,Entire home_apt,68,0
Brooklyn,Entire home_apt,235,144
Brooklyn,Entire home_apt,100,220
Manhattan,Entire home_apt,311,28
Queens,Shared room,39,353
Manhattan,Private room,100,19
Manhattan,Private room,1300,0
Manhattan,Entire home_apt,210,319
Brooklyn,Private room,55,170
Manhattan,Private room,65,0
Brooklyn,Entire home_apt,165,157
Manhattan,Private room,89,80
Manhattan,Entire home_apt,500,0
Brooklyn,Entire home_apt,145,0
Brooklyn,Private room,110,330
Manhattan,Entire home_apt,180,0
Brooklyn,Entire home_apt,115,0
Brooklyn,Entire home_apt,82,311
Queens,Private room,70,340
Brooklyn,Entire home_apt,155,0
Manhattan,Entire home_apt,117,0
Brooklyn,Entire home_apt,100,0
Manhattan,Entire home_apt,89,0
Manhattan,Entire home_apt,89,4
Manhattan,Entire home_apt,99,8
Manhattan,Entire home_apt,155,0
Manhattan,Private room,85,238
Manhattan,Private room,80,96
Manhattan,Entire home_apt,135,236
Brooklyn,Entire home_apt,150,0
Manhattan,Entire home_apt,380,0
Brooklyn,Entire home_apt,450,30
Brooklyn,Entire home_apt,145,342
Queens,Private room,80,330
Brooklyn,Entire home_apt,225,225
Manhattan,Private room,99,0
Manhattan,Entire home_apt,125,212
Manhattan,Entire home_apt,80,365
Brooklyn,Private room,100,12
Brooklyn,Private room,55,297
Manhattan,Entire home_apt,328,112
Brooklyn,Entire home_apt,142,261
Brooklyn,Entire home_apt,350,0
Brooklyn,Entire home_apt,300,23
Brooklyn,Entire home_apt,105,30
Brooklyn,Private room,125,331
Brooklyn,Entire home_apt,225,0
Brooklyn,Entire home_apt,92,0
Manhattan,Entire home_apt,185,0
Brooklyn,Entire home_apt,226,38
Brooklyn,Private room,50,20
Manhattan,Private room,80,0
Brooklyn,Private room,200,342
Manhattan,Entire home_apt,99,317
Brooklyn,Entire home_apt,68,0
Brooklyn,Private room,102,361
Brooklyn,Entire home_apt,220,68
Manhattan,Entire home_apt,199,0
Manhattan,Entire home_apt,165,316
Manhattan,Entire home_apt,150,231
Brooklyn,Entire home_apt,385,363
Brooklyn,Private room,75,0
Manhattan,Entire home_apt,499,26
Queens,Private room,85,305
Brooklyn,Entire home_apt,160,34
Brooklyn,Entire home_apt,249,26
Brooklyn,Private room,80,189
Brooklyn,Private room,120,292
Bronx,Private room,35,90
Brooklyn,Entire home_apt,169,323
Manhattan,Entire home_apt,220,341
Brooklyn,Private room,85,344
Manhattan,Entire home_apt,300,0
Manhattan,Private room,79,302
Brooklyn,Private room,90,30
Manhattan,Private room,99,246
Manhattan,Shared room,50,0
Brooklyn,Private room,46,362
Brooklyn,Entire home_apt,325,203
Staten Island,Private room,68,88
Manhattan,Entire home_apt,198,0
Brooklyn,Entire home_apt,100,0
Brooklyn,Entire home_apt,175,64
Manhattan,Entire home_apt,130,77
Manhattan,Entire home_apt,180,0
Brooklyn,Entire home_apt,209,160
Manhattan,Entire home_apt,150,141
Manhattan,Entire home_apt,104,6
Manhattan,Entire home_apt,175,0
Manhattan,Private room,80,0
Brooklyn,Private room,68,23
Manhattan,Private room,72,13
Queens,Entire home_apt,107,262
Manhattan,Entire home_apt,150,24
Bronx,Private room,45,329
Brooklyn,Private room,49,301
Brooklyn,Entire home_apt,349,344
Manhattan,Entire home_apt,185,259
Manhattan,Entire home_apt,145,0
Brooklyn,Entire home_apt,96,0
Brooklyn,Entire home_apt,120,0
Manhattan,Entire home_apt,160,0
Brooklyn,Entire home_apt,800,67
Brooklyn,Entire home_apt,349,260
Queens,Entire home_apt,350,272
Brooklyn,Entire home_apt,125,341
Brooklyn,Entire home_apt,350,56
Brooklyn,Entire home_apt,150,185
Brooklyn,Entire home_apt,180,352
Manhattan,Entire home_apt,200,260
Brooklyn,Entire home_apt,99,242
Manhattan,Entire home_apt,130,0
Brooklyn,Entire home_apt,150,0
Brooklyn,Entire home_apt,90,269
Brooklyn,Private room,95,0
Queens,Entire home_apt,70,0
Manhattan,Private room,82,251
Brooklyn,Entire home_apt,250,292
Manhattan,Entire home_apt,90,150
Queens,Private room,75,317
Brooklyn,Entire home_apt,160,0
Manhattan,Private room,115,178
Brooklyn,Private room,150,0
Brooklyn,Private room,89,23
Queens,Entire home_apt,69,4
Manhattan,Private room,170,254
Brooklyn,Entire home_apt,375,43
Manhattan,Entire home_apt,118,13
Manhattan,Entire home_apt,135,170
Bronx,Entire home_apt,250,339
Brooklyn,Entire home_apt,200,365
Manhattan,Entire home_apt,150,0
Manhattan,Private room,50,60
Brooklyn,Private room,60,0
Manhattan,Entire home_apt,100,0
Manhattan,Entire home_apt,265,341
Manhattan,Private room,90,128
Manhattan,Entire home_apt,175,0
Brooklyn,Private room,36,44
Manhattan,Entire home_apt,250,0
Manhattan,Entire home_apt,220,338
Manhattan,Private room,93,176
Brooklyn,Entire home_apt,275,357
Queens,Private room,109,0
Brooklyn,Entire home_apt,450,0
Manhattan,Entire home_apt,165,259
Brooklyn,Entire home_apt,80,20
Manhattan,Private room,295,350
Brooklyn,Entire home_apt,280,41
Manhattan,Entire home_apt,300,106
Manhattan,Entire home_apt,99,0
Brooklyn,Entire home_apt,175,0
Manhattan,Entire home_apt,225,205
Manhattan,Entire home_apt,230,0
Brooklyn,Private room,90,38
Manhattan,Entire home_apt,102,21
Brooklyn,Private room,59,0
Manhattan,Entire home_apt,195,68
Queens,Entire home_apt,150,365
Manhattan,Entire home_apt,170,17
Manhattan,Entire home_apt,217,0
Manhattan,Entire home_apt,185,91
Manhattan,Private room,58,0
Brooklyn,Entire home_apt,189,1
Manhattan,Entire home_apt,88,0
Manhattan,Entire home_apt,195,59
Queens,Entire home_apt,110,276
Brooklyn,Entire home_apt,120,0
Manhattan,Private room,79,30
Manhattan,Entire home_apt,110,0
Brooklyn,Private room,200,365
Brooklyn,Private room,69,43
Queens,Private room,55,332
Brooklyn,Entire home_apt,135,0
Manhattan,Entire home_apt,500,79
Brooklyn,Entire home_apt,90,157
Brooklyn,Entire home_apt,135,211
Brooklyn,Private room,199,365
Manhattan,Entire home_apt,90,0
Manhattan,Entire home_apt,160,0
Brooklyn,Private room,65,311
Manhattan,Entire home_apt,210,347
Manhattan,Entire home_apt,399,0
Manhattan,Entire home_apt,300,111
Brooklyn,Entire home_apt,185,348
Manhattan,Entire home_apt,220,174
Brooklyn,Entire home_apt,121,0
Manhattan,Entire home_apt,120,129
Brooklyn,Private room,152,365
Brooklyn,Entire home_apt,250,25
Manhattan,Private room,99,0
Brooklyn,Entire home_apt,104,0
Brooklyn,Entire home_apt,120,0
Manhattan,Entire home_apt,295,261
Brooklyn,Entire home_apt,90,0
Manhattan,Entire home_apt,197,0
Manhattan,Entire home_apt,145,0
Manhattan,Entire home_apt,90,0
Manhattan,Private room,125,172
Manhattan,Entire home_apt,190,69
Manhattan,Shared room,76,324
Brooklyn,Private room,50,0
Manhattan,Private room,107,85
Brooklyn,Entire home_apt,80,245
Brooklyn,Entire home_apt,150,0
Brooklyn,Entire home_apt,110,330
Brooklyn,Entire home_apt,115,365
Manhattan,Entire home_apt,151,256
Brooklyn,Entire home_apt,130,0
Brooklyn,Entire home_apt,180,264
Brooklyn,Private room,95,359
Manhattan,Private room,79,335
Brooklyn,Private room,60,245
Brooklyn,Entire home_apt,133,338
Manhattan,Entire home_apt,120,337
Brooklyn,Private room,120,102
Manhattan,Private room,700,22
Manhattan,Entire home_apt,165,0
Manhattan,Entire home_apt,165,0
Queens,Entire home_apt,54,80
Manhattan,Entire home_apt,100,0
Brooklyn,Private room,80,365
Manhattan,Private room,96,165
Brooklyn,Entire home_apt,159,0
Brooklyn,Private room,50,54
Manhattan,Private room,75,77
Brooklyn,Entire home_apt,155,249
Brooklyn,Private room,150,72
Queens,Entire home_apt,92,8
Brooklyn,Private room,75,0
Queens,Private room,69,207
Brooklyn,Entire home_apt,115,15
Manhattan,Entire home_apt,120,0
Manhattan,Private room,120,179
Manhattan,Entire home_apt,215,332
Brooklyn,Entire home_apt,195,255
Brooklyn,Entire home_apt,175,215
Brooklyn,Private room,80,311
Brooklyn,Private room,48,0
Manhattan,Entire home_apt,200,217
Brooklyn,Entire home_apt,275,363
Brooklyn,Private room,72,335
Manhattan,Entire home_apt,199,281
Brooklyn,Entire home_apt,250,250
Manhattan,Private room,75,343
Manhattan,Private room,125,365
Manhattan,Private room,229,36
Brooklyn,Entire home_apt,175,0
Brooklyn,Entire home_apt,140,0
Brooklyn,Private room,54,220
Queens,Entire home_apt,75,0
Manhattan,Entire home_apt,110,0
Manhattan,Entire home_apt,165,185
Manhattan,Private room,55,79
Manhattan,Private room,55,179
Manhattan,Entire home_apt,300,0
Manhattan,Entire home_apt,275,69
Manhattan,Entire home_apt,331,189
Brooklyn,Private room,77,0
Manhattan,Private room,60,365
Brooklyn,Entire home_apt,129,261
Queens,Private room,100,188
Brooklyn,Entire home_apt,120,0
Brooklyn,Entire home_apt,500,307
Manhattan,Entire home_apt,179,11
Brooklyn,Entire home_apt,149,4
Brooklyn,Entire home_apt,180,312
Brooklyn,Private room,100,257
Brooklyn,Entire home_apt,180,0
Brooklyn,Entire home_apt,128,20
Brooklyn,Entire home_apt,260,0
Queens,Private room,55,365
Brooklyn,Private room,65,22
Manhattan,Entire home_apt,200,0
Manhattan,Entire home_apt,249,38
Brooklyn,Entire home_apt,300,365
Manhattan,Entire home_apt,120,16
Manhattan,Private room,120,144
Brooklyn,Entire home_apt,125,0
Queens,Entire home_apt,99,301
Brooklyn,Entire home_apt,115,3
Brooklyn,Entire home_apt,275,364
Brooklyn,Entire home_apt,198,299
Manhattan,Entire home_apt,199,142
Queens,Private room,45,365
Manhattan,Private room,125,58
Manhattan,Entire home_apt,80,193
Manhattan,Entire home_apt,130,116
Brooklyn,Private room,35,326
Brooklyn,Entire home_apt,90,0
Brooklyn,Entire home_apt,250,188
Brooklyn,Entire home_apt,115,0
Brooklyn,Entire home_apt,200,0
Brooklyn,Private room,64,230
Brooklyn,Private room,65,341
Queens,Entire home_apt,175,0
Manhattan,Private room,90,358
Brooklyn,Private room,85,0
Manhattan,Entire home_apt,150,352
Manhattan,Entire home_apt,50,91
